gt_record_id,record_id,mode,status,title,extraction_method,cost_usd,error_message,pdf_path,data_type,geospatial_info_dataset,spatial_range_km2,temporal_range,temp_range_i,temp_range_f,species,referred_dataset,time_series,multispecies,threatened_species,new_species_science,new_species_region,bias_north_south,valid_yn,reason_not_valid
37,10.1002/ece3.1029,abstract,success,Data from: Fitness dynamics within a poplar hybrid zone: I. Prezygotic and postzygotic barriers impacting a native poplar hybrid stand.,abstract_text,0.0057,,data\pdfs\fuster\10.1002_ece3.1029.pdf,"[""traits"", ""genetic_analysis""]","[""administrative_units"", ""site""]",,Holocene,,,"[""Populus balsamifera"", ""Populus deltoides"", ""natural hybrids"", ""Melampsora larici-populina"", ""Melampsora medusae f.sp. deltoidae"", ""Melampsora occidentalis""]",,,True,,,,,yes,
38,10.1371/journal.pone.0204445,abstract,success,Data from: Temporal dynamics in animal community assembly during post-logging succession in boreal forest,abstract_text,0.0074,,data\pdfs\fuster\10.1371_journal.pone.0204445.pdf,"[""abundance"", ""ecosystem_structure""]","[""site""]",,"2007 and 2011; forest succession gradient of 5-66 years post-harvest, with old-growth stands at least 120 years old",2007,2011,"[""small mammals"", ""beetles"", ""tree and shrub species"", ""rock vole (Microtus chrotorrhinus)"", ""southern bog lemming (Synaptomys cooperi)"", ""spruce"", ""fir""]",,,True,,,,True,yes,
39,10.1098/rspb.2014.0649,abstract,success,Data from: Severe recent decrease of adult body mass in a declining insectivorous bird population,abstract_text,0.0045,,data\pdfs\fuster\10.1098_rspb.2014.0649.pdf,"[""traits"", ""abundance""]","[""administrative_units""]",,2005–2011,2005,2011,"[""tree swallow"", ""Tachycineta bicolor""]",,True,,,,,,yes,
56,10.1111/eva.12315,abstract,success,Data from: Multidimensional environmental influences on timing of breeding in a tree swallow population facing climate change,abstract_text,0.0053,,data\pdfs\fuster\10.1111_eva.12315.pdf,"[""time_series"", ""traits""]","[""sample"", ""site""]",,over 10 years,,,"[""Tree swallow (Tachycineta bicolor)""]",,True,,,,,,yes,
71,10.1111/1365-2664.12675,abstract,success,Data from: Threshold dynamics in plant succession after tree planting in agricultural riparian zones,abstract_text,0.0048,,data\pdfs\fuster\10.1111_1365-2664.12675.pdf,"[""abundance"", ""ecosystem_structure""]","[""site"", ""geographic_features""]",,3–17 years prior to sampling,,,"[""plant species"", ""herbaceous species"", ""shade-tolerant species"", ""light-demanding species"", ""non-native species"", ""tree"", ""shrub"", ""monocot""]",,,True,,,,,yes,
89,10.1890/12-2118.1,abstract,success,Data from: Logging-induced changes in habitat network connectivity shape behavioral interactions in the wolf-caribou-moose system,abstract_text,0.0074,,data\pdfs\fuster\10.1890_12-2118.1.pdf,"[""presence-absence"", ""time_series""]","[""sample"", ""geographic_features""]",,2005-2009,2005,2009,"[""Rangifer tarandus caribou"", ""Alces alces"", ""Canis lupus""]",,True,True,,,,True,yes,
91,10.1002/ece3.1266,abstract,success,Data from: Genetic connectivity among swarming sites in the wide ranging and recently declining little brown bat (Myotis lucifugus),abstract_text,0.0051,,data\pdfs\fuster\10.1002_ece3.1266.pdf,"[""genetic_analysis""]","[""site"", ""administrative_units""]",,,,,"[""little brown bat"", ""Myotis lucifugus"", ""bats"", ""Chiroptera""]",,,,True,,,,yes,
101,10.1371/journal.pone.0077514,abstract,success,Data from: Disentangling woodland caribou movements in response to clearcuts and roads across temporal scales,abstract_text,0.0043,,data\pdfs\fuster\10.1371_journal.pone.0077514.pdf,"[""presence-only""]","[""sample""]",,between 2004 and 2010,2004,2010,"[""woodland caribou"", ""Rangifer tarandus caribou""]",,,,True,,,,yes,
104,10.1038/s41598-018-34822-9,abstract,success,Data from: Compensatory conservation measures for an endangered caribou population under climate change,abstract_text,0.004,,data\pdfs\fuster\10.1038_s41598-018-34822-9.pdf,"[""distribution""]","[""distribution"", ""maps""]",,,,,"[""Rangifer tarandus caribou"", ""caribou""]",,,,True,,,,yes,
123,10.1098/rspb.2014.0502,abstract,success,Data from: Temporally dynamic habitat suitability predicts genetic relatedness among caribou,abstract_text,0.0043,,data\pdfs\fuster\10.1098_rspb.2014.0502.pdf,"[""genetic_analysis""]","[""sample""]",,,,,"[""Caribou (Rangifer tarandus)""]",,,,True,,,True,yes,
175,10.5558/tfc76653-4,abstract,success,"Ã‰valuation de la coupe avec protection de la rÃ©gÃ©nÃ©ration et des sols comme mÃ©thode de rÃ©gÃ©nÃ©ration de peuplements mÃ©langÃ©s du domaine bioclimatique de la sapiniÃ¨re Ã  bouleau jaune de l'est du QuÃ©bec, Canada",abstract_text,0.0044,,data\pdfs\fuster\10.5558_TFC76653-4.pdf,"[""abundance""]","[""site"", ""sample""]",,five years after logging,,,"[""balsam fir (Abies balsamea (L.) Mill.)"", ""yellow birch (Betula alleghaniensis Britton)"", ""mountain maple (Acer spicatum Lam.)"", ""pin cherry (Prunus pensylvanica (L.)""]",,,True,,,,,yes,
201,10.1086/671900,abstract,success,Comparative Physiology and Relative Swimming Performance of Three Redhorse (Moxostoma spp.) Species: Associations with Fishway Passage Success*,abstract_text,0.0047,,data\pdfs\fuster\10.1086_671900.pdf,"[""traits""]",,,2010 and 2012,2010,2012,"[""Moxostoma anisurum"", ""Moxostoma carinatum"", ""Moxostoma macrolepidotum"", ""redhorse (Moxostoma spp.)"", ""silver redhorse"", ""river redhorse"", ""shorthead redhorse""]",,,True,,,,,yes,
208,10.3389/fmars.2021.637546,abstract,success,Determining the Ecological Status of Benthic Coastal Communities: A Case in an Anthropized Sub-Arctic Area,abstract_text,0.0036,,data\pdfs\fuster\10.3389_fmars.2021.637546.pdf,"[""species_richness""]","[""site""]",,,,,"[""coastal benthic communities"", ""opportunistic taxa""]",,,True,,,,,yes,
225,10.1371/journal.pone.0109261,abstract,success,"Effects of Habitat-Forming Species Richness, Evenness, Identity, and Abundance on Benthic Intertidal Community Establishment and Productivity",abstract_text,0.0041,,data\pdfs\fuster\10.1371_journal.pone.0109261.pdf,"[""ecosystem_function"", ""ecosystem_structure""]","[""site""]",,Over a 16-week period,,,"[""macroalgae"", ""mussels"", ""Fucus distichus edentatus"", ""F. vesiculosus"", ""Mytilus spp.""]",,,True,,,,,yes,
253,10.1111/eva.13248,abstract,success,Genomic data support management of anadromous Arctic Char fisheries in Nunavik by highlighting neutral and putatively adaptive genetic variation,abstract_text,0.0039,,data\pdfs\fuster\10.1111_eva.13248.pdf,"[""genetic_analysis""]","[""site""]",,,,,"[""Arctic Char (Salvelinus alpinus)""]",,,,,,,True,yes,
258,10.1111/ecog.00997,abstract,success,"Host phenology, geographic range size and regional occurrence explain interspecific variation in damselflyâ€“water mite associations",abstract_text,0.0042,,data\pdfs\fuster\10.1111_ECOG.00997.pdf,"[""abundance"", ""species_richness"", ""genetic_analysis""]","[""site"", ""administrative_units""]",,,,,"[""damselfly (Coenagrionidae)"", ""water mite (Arrenuridae)"", ""16 damselfly species"", ""15 operational taxonomic units (OTUs) for mite species""]",,,True,,,,,yes,
271,10.1603/0013-8746%282006%2999%5b536%3aiopmiq%5d2.0.co%3b2,abstract,success,Inventory of Predacious Mites in Quebec Commercial Apple Orchards Where Integrated Pest Management Programs Are Implemented,abstract_text,0.0054,,data\pdfs\fuster\10.1603_0013-8746%282006%2999%5B536%3AIOPMIQ%5D2.0.CO%3B2.pdf,"[""abundance""]","[""administrative_units""]",,from 1999 to 2000,1999,2000,"[""Amblyseius fallacis"", ""Typhlodromus caudiglans"", ""Agistemus fleschneri"", ""Typhlodromus conspicuous"", ""Typhlodromus herbertae"", ""Typhlodromus longipilus"", ""Typhlodromus bakeri"", ""Typhlodromus pyri"", ""Amblyseius okanagensis"", ""Amblyseius finlandicus"", ""Anystis baccarum"", ""Balaustium sp."", ""Tetranychid mites"", ""Malus spp.""]",,,True,,,True,,yes,
315,10.1603/en10045,abstract,success,Selected Beetle Assemblages Captured in Pitfall Traps Baited with Deer Dung or Meat in Balsam Fir and Sugar Maple Forests of Central Quebec,abstract_text,0.0043,,data\pdfs\fuster\10.1603_EN10045.pdf,"[""abundance"", ""species_richness""]","[""site""]",,,,,"[""coprophilous and necrophagous beetles"", ""Histeridae"", ""Hydrophilidae"", ""Scarabaeidae"", ""Silphidae"", ""Ptilidae""]",,,True,,,,,yes,
343,10.3390/ijgi7090335,abstract,success,Towards Modelling Future Trends of Quebec's Boreal Birds' Species Distribution under Climate Change,abstract_text,0.0036,,data\pdfs\fuster\10.3390_ijgi7090335.pdf,"[""distribution"", ""species_richness""]","[""distribution"", ""administrative_units"", ""geographic_features""]",,,,,"[""current resident bird species""]",,,True,,,,True,yes,
351,10.1603/0013-8746%282005%29098%5b0565%3awccdaa%5d2.0.co%3b2,abstract,success,Weevil (Coleoptera: Curculionoidea) Diversity and Abundance in Two Quebec Vineyards,abstract_text,0.0049,,data\pdfs\fuster\10.1603_0013-8746%282005%29098%5B0565%3AWCCDAA%5D2.0.CO%3B2.pdf,"[""abundance""]","[""site"", ""administrative_units""]",,1997–1999,1997,1999,"[""weevils"", ""73 species in three families of Curculionoidea"", ""Madarellus undulatus"", ""Barypeithes pellucidus"", ""Otiorhynchus ovatus"", ""Otiorhynchus sulcatus"", ""Ceutorhynchus oregonensis"", ""Pelenomus waltoni"", ""Rhinoncus perpendicularis"", ""Sphenophorus minimus""]",,,True,,,True,,yes,
